salary,sex,major
70000,M,Poly Sci
165000,M,Poly Sci
110000,F,Poly Sci
12000,M,Poly Sci
55000,M,Poly Sci
137000,F,Poly Sci
38584,M,Poly Sci
120000,M,Poly Sci
62000,M,Poly Sci
0,F,Poly Sci
55000,M,Poly Sci
300000,M,Poly Sci
92000,F,Poly Sci
40000,M,Poly Sci
47000,F,Poly Sci
1875,F,Poly Sci
42000,M,Poly Sci
64000,M,Poly Sci
25000,F,Poly Sci
205000,M,Poly Sci
125000,M,Poly Sci
54000,M,Poly Sci
11950,M,Poly Sci
80000,M,Poly Sci
44000,M,Poly Sci
35000,F,Poly Sci
85000,F,Poly Sci
45000,F,Poly Sci
60000,M,Poly Sci
20000,F,Poly Sci
77000,M,Poly Sci
57000,M,Poly Sci
70000,F,Poly Sci
51000,F,Poly Sci
48000,M,Poly Sci
106000,F,Poly Sci
78000,M,Poly Sci
26000,F,Poly Sci
45700,M,Poly Sci
30000,F,Poly Sci
185000,M,Poly Sci
100,F,Poly Sci
28000,M,Poly Sci
57500,F,Poly Sci
87000,M,Poly Sci
45000,M,Poly Sci
145000,F,Poly Sci
112000,F,Poly Sci
148000,M,Poly Sci
36000,F,Poly Sci
100000,M,Poly Sci
36000,M,Poly Sci
343,F,Poly Sci
65000,F,Poly Sci
50000,M,Poly Sci
3000,M,Poly Sci
54000,F,Poly Sci
91500,F,Poly Sci
92500,F,Poly Sci
20000,M,Poly Sci
21000,M,Poly Sci
20000,M,Poly Sci
52500,M,Poly Sci
34000,M,Poly Sci
165000,F,Poly Sci
58700,F,Poly Sci
62000,M,Poly Sci
47500,F,Poly Sci
80000,M,Poly Sci
50000,M,Poly Sci
90000,M,Poly Sci
100000,M,Poly Sci
130000,M,Poly Sci
23000,M,Poly Sci
90000,M,Poly Sci
40000,M,Poly Sci
82000,F,Poly Sci
145629,M,Poly Sci
200000,M,Poly Sci
164100,F,Poly Sci
42000,F,Poly Sci
38000,F,Poly Sci
57000,M,Poly Sci
