"STATION","NAME","DATE","HLY-TEMP-NORMAL"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-05T18:00:00","79.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-05T19:00:00","76.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-05T20:00:00","71.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-05T21:00:00","68.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-05T22:00:00","65.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-05T23:00:00","64.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T00:00:00","63.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T01:00:00","61.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T02:00:00","60.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T03:00:00","59.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T04:00:00","57.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T05:00:00","56.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T06:00:00","58.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T07:00:00","62.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T08:00:00","66.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T09:00:00","69.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T10:00:00","72.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T11:00:00","75.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T12:00:00","78.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T13:00:00","79.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T14:00:00","80.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T15:00:00","81.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T16:00:00","81.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T17:00:00","80.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T18:00:00","79.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T19:00:00","76.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T20:00:00","72.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T21:00:00","68.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T22:00:00","66.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-06T23:00:00","65.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T00:00:00","63.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T01:00:00","62.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T02:00:00","60.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T03:00:00","59.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T04:00:00","58.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T05:00:00","57.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T06:00:00","59.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T07:00:00","63.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T08:00:00","66.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T09:00:00","70.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T10:00:00","73.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T11:00:00","76.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T12:00:00","78.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T13:00:00","80.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T14:00:00","81.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T15:00:00","81.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T16:00:00","81.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T17:00:00","81.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T18:00:00","79.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T19:00:00","77.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T20:00:00","72.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T21:00:00","68.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T22:00:00","66.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-07T23:00:00","65.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T00:00:00","64.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T01:00:00","62.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T02:00:00","61.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T03:00:00","59.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T04:00:00","58.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T05:00:00","57.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T06:00:00","59.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T07:00:00","63.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T08:00:00","67.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T09:00:00","70.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T10:00:00","73.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T11:00:00","76.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T12:00:00","78.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T13:00:00","80.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T14:00:00","81.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T15:00:00","82.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T16:00:00","82.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T17:00:00","81.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T18:00:00","80.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T19:00:00","77.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T20:00:00","72.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T21:00:00","69.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T22:00:00","66.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-08T23:00:00","65.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T00:00:00","64.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T01:00:00","62.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T02:00:00","61.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T03:00:00","60.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T04:00:00","58.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T05:00:00","57.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T06:00:00","59.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T07:00:00","64.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T08:00:00","67.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T09:00:00","70.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T10:00:00","74.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T11:00:00","76.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T12:00:00","79.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T13:00:00","80.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T14:00:00","82.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T15:00:00","82.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T16:00:00","82.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T17:00:00","81.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T18:00:00","80.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T19:00:00","78.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T20:00:00","73.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T21:00:00","69.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T22:00:00","67.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-09T23:00:00","66.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T00:00:00","64.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T01:00:00","63.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T02:00:00","61.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T03:00:00","60.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T04:00:00","59.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T05:00:00","58.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T06:00:00","59.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T07:00:00","64.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T08:00:00","67.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T09:00:00","71.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T10:00:00","74.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T11:00:00","77.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T12:00:00","79.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T13:00:00","81.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T14:00:00","82.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T15:00:00","83.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T16:00:00","83.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T17:00:00","82.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T18:00:00","80.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T19:00:00","78.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T20:00:00","73.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T21:00:00","69.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T22:00:00","67.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-10T23:00:00","66.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T00:00:00","65.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T01:00:00","63.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T02:00:00","62.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T03:00:00","60.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T04:00:00","59.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T05:00:00","58.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T06:00:00","60.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T07:00:00","64.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T08:00:00","68.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T09:00:00","71.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T10:00:00","74.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T11:00:00","77.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T12:00:00","79.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T13:00:00","81.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T14:00:00","82.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T15:00:00","83.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T16:00:00","83.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T17:00:00","82.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T18:00:00","81.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T19:00:00","78.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T20:00:00","73.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T21:00:00","70.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T22:00:00","67.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-11T23:00:00","66.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T00:00:00","65.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T01:00:00","63.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T02:00:00","62.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T03:00:00","60.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T04:00:00","59.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T05:00:00","58.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T06:00:00","60.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T07:00:00","64.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T08:00:00","68.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T09:00:00","71.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T10:00:00","74.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T11:00:00","77.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T12:00:00","80.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T13:00:00","82.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T14:00:00","83.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T15:00:00","83.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T16:00:00","83.9"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T17:00:00","83.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T18:00:00","81.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T19:00:00","79.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T20:00:00","74.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T21:00:00","70.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T22:00:00","68.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-12T23:00:00","67.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T00:00:00","65.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T01:00:00","64.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T02:00:00","62.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T03:00:00","61.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T04:00:00","59.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T05:00:00","58.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T06:00:00","60.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T07:00:00","65.0"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T08:00:00","68.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T09:00:00","72.1"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T10:00:00","75.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T11:00:00","78.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T12:00:00","80.8"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T13:00:00","82.6"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T14:00:00","83.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T15:00:00","84.3"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T16:00:00","84.4"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T17:00:00","83.5"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T18:00:00","82.2"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T19:00:00","79.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T20:00:00","74.7"
"USW00023066","GRAND JUNCTION WALKER FIELD, CO US","06-13T21:00:00","70.8"
